,M041052,M041056,M041069,M041076,M041281,M041164,M041146,M041152,M041258A,M041258B,M041131,M041275,M041186,M041336,M031303,M031309,M031245,M031242A,M031242B,M031242C,M031247,M031219,M031173,M031085,M031172
5446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5447,,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,1,0,1
5464,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1
5465,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,1,1,1
5482,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
5483,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,1
5499,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0
5500,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,0,1
5517,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1
5534,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
5535,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
5551,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0
5552,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,1,1
5567,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5568,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,0,0
5584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5585,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
5599,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5600,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,1,0,1
5611,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1
5612,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,1,1,1
5631,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
5632,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,0,1
5646,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1
5647,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1
5664,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
5665,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,1
5681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5682,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,0,1
5697,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,0,1
5713,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
5714,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0
5731,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,1,0
5746,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
5747,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
5763,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1
5764,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,0,0
5780,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5781,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,1
5795,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5796,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,1,0
5813,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1
5814,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,0,1
5831,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5832,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,1,1,0
5847,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0
5848,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0
5864,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5865,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
5883,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
5884,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,0
5901,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
5902,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
5919,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
5920,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,1,0,0
5933,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
5946,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5947,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,0
5964,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1
5965,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
5981,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1
5982,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,1
5997,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
5998,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,1
6013,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1
6014,,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,1,1,1
6031,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
6032,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,0,0
6048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
6049,,,,,,,,,,,,,,,1,0,0,1,1,1,0,1,0,1,0
6064,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,0
6077,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
6078,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,1,1,1
6092,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
6093,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0
6110,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
6111,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,1,1,1
6128,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1
6129,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,0
6147,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1
6148,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,0,1
6164,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0
6165,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
6181,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1
6182,,,,,,,,,,,,,,,1,1,0,1,0,1,0,1,0,1,1
6197,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6198,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,1,0
6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6215,,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,1
6231,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
6248,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1
6249,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,1,0,1
6260,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1
6261,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,1,1,1
